id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections
15105,Aubrie|Viscose+ Highneck Flatknit Sleeveless Top,"Brown sleeveless turtleneck top with a high neck. This knitted top is crafted from a viscose, nylon, and rescued polyester blend, offering durability and long-lasting wear.",Top,virgio,1790,1790,0.0,"Colour:Brown, Fabric:Viscose, Gender:Women, GID_VWWTO24420705, GroupID:VWWTO24420705, Print:Solid, StyleID:VWWTO2442070502","ALL COLLECTIONS, Casual Essentials, Cozy Winter, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Mocha Mousse, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, Viscose Collection"
15106,Frankie|Trucotton Cropped Front Tie Up Top,"Off white front tie-up top with long, regular sleeves. This knitted top provides a regular fit, designed for a comfortable yet chic look. Made from 100% cotton, itâ€™s a sustainable and eco-friendly choice for your wardrobe.",Top,virgio,2390,2390,0.0,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWSG24420708, GroupID:VWWSG24420708, Print:Solid, StyleID:VWWSG2442070801","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, White Bloom"
15108,Gwen|Trucotton Knited Fullsleeve Raglan Top,"Black knit raglan sleeve top with long, regular sleeves and a round neckline. This knitted top offers a regular fit, combining both comfort and style. Made from 100% cotton, itâ€™s a sustainable and eco-friendly option for your wardrobe.",Top,virgio,1990,1990,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWJP24420710, GroupID:VWWJP24420710, Print:Solid, StyleID:VWWJP2442071001","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica"
15109,Melody|Cotton+ Knitted Front Open Crop Top,"White front open knitted crop top with tipping details. Features a round neckline, short sleeves, and a regular fit. Crafted from a cotton-nylon blend, the top is sustainable and eco-friendly.",Top,virgio,1990,1990,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSG24420717, GroupID:VWWSG24420717, Print:Solid, StyleID:VWWSG2442071701","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica, White Bloom, Work Wear"
15111,Vihana|Blue Full Sleeve Crop Top,"Blue full-sleeve knitted top. Round neckline with long, regular sleeves. Cropped, with a regular fit. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1990,1795,9.8,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWJP24420711, GroupID:VWWJP24420711, Print:Solid, StyleID:VWWJP2442071102","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Mystic Blue, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica"
15113,India|Trucotton Knitted Front-Open Cardigan,"White front open knit cardigan top. Features long, regular sleeves and a regular fit for versatile styling. Made from 100% cotton, this top is sustainable and eco-friendly.",Top,virgio,2390,2390,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSG24420707, GroupID:VWWSG24420707, Print:Solid, StyleID:VWWSG2442070701","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, White Bloom"
15114,Eliza|Cotton+ Fitted Scoop Neck Crop Top,"White scoop neck crop top with a round neckline and a bodycon fit. This sleeveless, knitted top is crafted from a cotton-nylon blend, offering durability and eco-friendly attributes.",Top,virgio,1390,1390,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWTO24420718, GroupID:VWWTO24420718, Print:Solid, StyleID:VWWTO2442071801","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, White Bloom, Work Wear"
15116,Hunter|Cotton+ Full Sleeve Oversized Collar Top,"Pink oversized top with an open shirt collar and long, regular sleeves. This knitted top offers a regular fit, designed for both style and comfort. Made from a cotton-nylon blend, this top is sustainable and eco-friendly.",Top,virgio,2590,2590,0.0,"Colour:Pink, Fabric:Cotton, Gender:Women, GID_VWWJP24420706, GroupID:VWWJP24420706, Print:Solid, StyleID:VWWJP2442070602","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Natural Fabrics, Pink Bloom, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica"
15117,Darla|Viscose+ Highneck Scooped Hem Regular Top,"White high neck full sleeve top with a regular fit. This knitted top is crafted from a viscose and nylon blend, ensuring durability and a sustainable, eco-friendly design.",Top,virgio,1990,1990,0.0,"Colour:Black, Colour:White, Fabric:Viscose, Gender:Women, GID_VWWTO24420713, GroupID:VWWTO24420713, Print:Solid, StyleID:VWWTO2442071301","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cozy Winter, Crimson Night, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom, Work Wear"
15119,Haven|Cotton+ Full Sleeve Oversized Collar Top,"White oversized top with an open shirt collar and long, regular sleeves. This knitted top offers a regular fit, designed for both style and comfort. Made from a cotton-nylon blend, this top is sustainable and eco-friendly.",Top,virgio,2590,2590,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWJP24420706, GroupID:VWWJP24420706, Print:Solid, StyleID:VWWJP2442070601","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Threads of Freedom, Tops, Topwear, Topwear veronica, White Bloom"
15120,Sasha|Viscose+ Shirtcollar Fitted Knit Crop Top,"White knit crop top with contrast shirt collar. Features short, regular sleeves and a regular fit. Crafted from a viscose-nylon blend, this top is durable and long-lasting, with a colourblocked design for added style.",Top,virgio,1990,1990,0.0,"Colour:White, Fabric:Viscose, Gender:Women, GID_VWWTO24420715, GroupID:VWWTO24420715, Print:Colourblocked, StyleID:VWWTO2442071501","ALL COLLECTIONS, Casual Essentials, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica, Viscose Collection, White Bloom, Work Wear"
15122,Rubie|Cotton+ Frontopen Embroidery Tieup Top,"Purple front open tie-up crop top with long, regular sleeves. Featuring a floral embroidery design, this knitted top is made from a cotton-nylon blend for durability. Itâ€™s designed to be both sustainable and eco-friendly.",Top,virgio,2790,2790,0.0,"Colour:Off White, Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWSG24420709, GroupID:VWWSG24420709, Print:Floral, StyleID:VWWSG2442070902","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Snug Season, The Boyfriend's Hoodie, Tops, Topwear, Topwear veronica"
15124,Alabama|Trucotton Knitted Front-Open Cardigan,"Black front open knit cardigan top. Features long, regular sleeves and a regular fit for comfortable wear. Made from 100% cotton, this top is sustainable and eco-friendly.",Top,virgio,2390,2390,0.0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSG24420707, GroupID:VWWSG24420707, Print:Solid, StyleID:VWWSG2442070702","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Cozy Winter, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, New Arrival, New In, Pink Snow, Snug Season, The Apple Closet, The Boyfriend's Hoodie, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, TOP HOURGLASS, White Bloom"
15125,Molly|Trucotton Back Cutout V-Neck Shirt,"White shirt features a V-neckline and long sleeves in a regular fit, elevated by back cutout detailing. Tailored for a flattering, fitted silhouette, it's crafted from 100% cotton, making it a breathable, sustainable choice that blends everyday elegance with eco-conscious design.",Shirt,virgio,1790,1075,39.94,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSH24415074, GroupID:VWWSH24415074, Print:Solid, StyleID:VWWSH2441507401","ALL COLLECTIONS, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, New Arrival, New In, Office To Off-Duty, Office Wear, Pink Snow, Shirts and Blouses, Tailored Elegance, The Classic Edit, Threads of Freedom, Tops, Topwear veronica, Vacation Vibe, White Bloom, Work Wear"
15127,Nylah|Viscose+ Offshoulder Mini Dress With Pocket,"Navy blue off-shoulder mini dress features subtle stripes, a body-hugging fit, and practical pockets. Made from a rescued polyester-viscose blend, it offers both lasting durability and timeless appeal.",Dress,virgio,2190,1315,39.95,"Colour:Navy Blue, Fabric:Viscose, Gender:Women, GID_VWWDR24415067, GroupID:VWWDR24415067, Print:Striped, StyleID:VWWDR2441506701","ALL COLLECTIONS, Casual Essentials, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Tailored Elegance, Unstoppably You!, Viscose Collection, Work Wear"
15128,Pepper|Cotton+ Black Puff Sleeve Mini Dress,"Black mini dress features puff sleeves anda square neckline, with a fitted silhouette thatâ€™s elasticated at the back for a comfortable fit. Made from a blend of cotton and rescued polyester",Dress,virgio,2390,1435,39.96,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWDR24415062, GroupID:VWWDR24415062, Print:Solid, StyleID:VWWDR2441506201","ALL COLLECTIONS, All Dresses, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mini Dresses, Natural Fabrics, New Arrival, New In, Office To Off-Duty, Party Wear, Tailored Elegance, Unstoppably You!, Work Wear"
15130,Milo|Viscose+ Grery V-Neck Sleeveless Vest,"Grey V-neck vest, designed in a cropped silhouette for a modern edge. Sleek and form-fitting, it contours the body for a structured look. Thoughtfully made from a rescued polyester-viscose blend, it offers both durability and a timeless aesthetic-perfect for effortless layering or standing out on its own.",Top,virgio,2190,1315,39.95,"Colour:Grey, Fabric:Rescued Fabric, Gender:Women, GID_VWWWC24415069, GroupID:VWWWC24415069, Print:Solid, StyleID:VWWWC2441506901","ALL COLLECTIONS, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Office To Off-Duty, Tailored Elegance, Threads of Freedom, Work Wear"
15131,Quincy|Viscose+ Striped Fitted V-Neck Dress,"Navy blue striped mini dress features a fitted V-neck design and extended sleeves. Made from a durable blend of rescued polyester and viscose, it combines lasting quality with a timeless, stylish appeal.",Dress,virgio,2990,1795,39.97,"Colour:Navy Blue, Fabric:Cotton, Fabric:Recycled Polyester, Gender:Women, GID_VWWDR25025078, GroupID:VWWDR25025078, Print:Striped, StyleID:VWWDR2502507801","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Inventory, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Recycled Fabrics, Tailored Elegance, Unstoppably You!, Work Wear"
15132,Meredith|Viscose+ Checked Pleated Mini Skirt,Black and white checked mini skirt features a classic pleated design with a flattering fit-and-flare silhouette. Made from a rescued polyester viscose blend,Skirt,virgio,2390,1435,39.96,"Colour:White, Fabric:Rescued Fabric, Gender:Women, GID_VWWSK24415066, GroupID:VWWSK24415066, Print:Checked, StyleID:VWWSK2441506601","ALL COLLECTIONS, Bottomwear veronica, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Office To Off-Duty, Pink Snow, Skirts | Shorts, Tailored Elegance, The Grid Collective, White Bloom, Work Wear"
15133,Peyton|Cotton+ Maxi Dress With Back Cutout,"Red maxi dress showcases a back cut-out and a square neckline, complemented by short puff sleeves. Its fit-and-flare silhouette. Made from a blend of cotton and rescued polyester",Dress,virgio,2590,2590,0.0,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWDR24415070, GroupID:VWWDR24415070, Print:Solid, StyleID:VWWDR2441507001","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Kalki Koechlin | Shop The Look, Kiss & Tell, Modern Muse, Natural Fabrics, Red Velvet, Rock & RosÃ©, Tailored Elegance, Threads of Freedom, Unstoppably You!"
15135,Nina|Viscose+ Mini Pleated Skirt With Pocket,"Navy blue mini skirt features sharp pleats, subtle stripes, and handy pockets. Designed in a fit-and-flare silhouette with a straight hemline, it's crafted from a rescued polyester-viscose blend for enduring style and sustainability.",Skirt,virgio,1790,1075,39.94,"Colour:Navy Blue, Fabric:Viscose, Gender:Women, GID_VWWSK24415064, GroupID:VWWSK24415064, Print:Striped, StyleID:VWWSK2441506401","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Skirts | Shorts, Tailored Elegance, Viscose Collection, Work Wear"
15137,Abby|Polka Co-Ord Set,Polka Dot Co-ord Set. Includes a strappy peplum top with a sweetheart neckline and a midi skirt with elegant vertical ruffles. Crafted from recycled polyester for enduring style and sustainability.,Co-Ord,virgio,3580,3580,0.0,"Colour:Black, Fabric:Rescued Fabric, Gender:Women, GID_VWWCO24352151, GroupID:VWWCO24352151, Print:Polka Dots, StyleID:VWWCO2435215101","ALL COLLECTIONS, Co-ord Sets veronica, Co-ords, coord-sets, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Party Collection, Party Wear, The Knotted Affair"
15138,Linda|Cotton Co-Ords Set,"Red co-ord set featuring smocking top and flared pants. The top has a fit and flared design. The pants feature pockets. Made from cotton, the co-ord set is a sustainable and eco-friendly choice",Co-Ord,virgio,3980,3980,0.0,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWCO24446107, GroupID:VWWCO24446107, Print:Solid, StyleID:VWWCO2444610702","ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Manushi Chilar's Party Go-To's!, Natural Fabrics, Office To Off-Duty, Party Wear, Red Velvet, Santa's Chic List, The Date, The Knotted Affair, The White Lotus"
15140,Nala|Rescued Polyester Printed Ruched Maxi Dress,"An elegant boat-neck maxi dress featuring a graceful A-line silhouette and a structured sleeveless fit. Designed for effortless sophistication, it is crafted from rescued polyester for a durable and sustainable finish.",Dress,virgio,3190,2235,29.94,"Colour:Off White, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24485025, GroupID:VWWDR24485025, Print:Floral, StyleID:VWWDR2448502501","ALL COLLECTIONS, All Dresses, Brunch Ready, Chasing Butterflies, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Party Wear, Pink Snow, Rock & RosÃ©, Santa's Chic List, The Bloom Collective, The Date, The Galentines Brunch, Vacation Vibe, White Bloom"
15142,Raisha|Cotton Top & Pants Co-Ord,"Black co-ord set featuring smocking top and flared pants. The top has a fit and flared design. The pants feature pockets. Made from cotton, the co-ord set is a sustainable and eco-friendly choice",Co-Ord,virgio,3980,3980,0.0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWCO24446107, GroupID:VWWCO24446107, Print:Solid, StyleID:VWWCO2444610701","ALL COLLECTIONS, Casual Essentials, Co-ords, Cotton Collection, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Office To Off-Duty, Party Wear, Santa's Chic List, The Date, The Knotted Affair, The White Lotus"
15143,Cosette|Modal+ Asymmetrical Hem Frill Dress,"This black asymmetrical hem frill midi dress is a striking blend of elegance and sustainability. Designed with delicate shoulder straps, it features a high-low asymmetric hem that adds graceful movement and a contemporary edge to the silhouette. Crafted from soft, breathable modal, the dress not only drapes beautifully but is also a sustainable, eco-friendly choice. Perfect for both daytime outings and evening occasions, it offers effortless style with a conscious touch",Dress,virgio,2990,1795,39.97,"Colour:Black, Fabric:Modal, Gender:Women, GID_VWWDR24421079, GroupID:VWWDR24421079, Print:Solid, StyleID:VWWDR2442107901","ALL COLLECTIONS, All Dresses, Casual Essentials, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Modal Collection, Natural Fabrics, Party Wear, Rock & RosÃ©, Santa's Chic List, The Date"
15145,Tishah|Mini Polka Dress With Ruffles,"Mini polka dress with ruffles. V-neckline, with long puff sleeves. Fit and flare silhouette. Made from recycled polyester, the dress is durable and long-lasting",Dress,virgio,2790,2790,0.0,"Colour:Black, Fabric:Rescued Fabric, Gender:Women, GID_VWWDR24352150, GroupID:VWWDR24352150, Print:Polka Dots, StyleID:VWWDR2435215001","ALL COLLECTIONS, All Dresses, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Party Collection, Party Wear, The Knotted Affair, Unstoppably You!"
15146,Nora|Rescued Satin Butterfly Printed Shirt,"Black butterfly printed shirt. Mandarin collar, with long cuffed sleeves. relaxed shirt, with button closure on the front. Crafted from rescued poly lycra, the shirt is durable and long lasting",Top,virgio,2290,1605,29.91,"Colour:Black, Fabric:Recycled Polyster, Gender:Women, GID_VWWSH24485100, GroupID:VWWSH24485100, Print:Floral, StyleID:VWWSH2448510001","ALL COLLECTIONS, Chasing Butterflies, Crimson Night, Date Ready, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, New Arrival, New In, Papillon Charm, Party Wear, Shirts and Blouses, The Galentines Brunch, Unstoppably You!, Vacation Vibe"
15148,Leila|Rescued Satin Printed Belted Midi Dress,"Black butterfly print midi dress. Features a shirt collar, and long cuffed sleeves. Fit and flare silhouette. Crafted from rescued poly lycra, the shirt is durable and long lasting",Dress,virgio,2790,2790,0.0,"Colour:Black, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24485101, GroupID:VWWDR24485101, Print:Floral, StyleID:VWWDR2448510101","ALL COLLECTIONS, Chasing Butterflies, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Papillon Charm, Party Wear, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe"
15150,Asiya|One Shoulder Maxi Dress,"Blue one shoulder maxi dress. Long, cape sleeves. Floral printed, with a fit and flare silhouette. Crafted from 100% poly georgette, the dress is durable and long lasting",Dress,virgio,2690,2155,19.89,"Colour:Blue, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24485096, GroupID:VWWDR24485096, Print:Floral, StyleID:VWWDR2448509601","ALL COLLECTIONS, Chasing Butterflies, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Mystic Blue, Papillon Charm, Party Wear, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe"
15152,Apala|Rescued Georgette Asymmetric Ruffle Maxi Dress,"Off white asymmetrical neck maxi dress. Floral printed with butterflies. Features ruffle details, and a fit and flare silhouette. Crafted from 100% poly georgette, the dress is durable and long lasting",Dress,virgio,2690,2690,0.0,"Colour:Off White, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24485102, GroupID:VWWDR24485102, Print:Floral, StyleID:VWWDR2448510201","ALL COLLECTIONS, Chasing Butterflies, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Papillon Charm, Party Wear, Pink Snow, Santa's Chic List, The Date, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe, White Bloom"
15153,Samara|Rescued Georgette Halter Neck Maxi Dress,"Black halter neck maxi dress. Floral printed, with a fit and flare silhouette. Crafted from 100% poly georgette, the dress is durable and long lasting",Dress,virgio,3590,2515,29.94,"Colour:Black, Fabric:Recycled Polyster, Gender:Women, GID_VWWDR24485097, GroupID:VWWDR24485097, Print:Floral, StyleID:VWWDR2448509701","ALL COLLECTIONS, Chasing Butterflies, Crimson Night, Date Ready, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, New In, Papillon Charm, Party Wear, The Galentines Brunch, The Virgio Promise, Unstoppably You!, Vacation Vibe"
15155,Layla|Rescuedgeorgette Vertical Ruffle Detail Top,"Black regular top In 100% rescued polyester, this black fitted top features full sleeves and a center-front vertical ruffle detail. Sleek and stylish, ideal for layering or wearing as a statement piece.",Top,virgio,1590,955,39.94,"Colour:Black, Fabric:Rescued Fabric, Gender:Women, GID_VWWTO24484095, GroupID:VWWTO24484095, Print:Solid, StyleID:VWWTO2448409501","ALL COLLECTIONS, Chasing Butterflies, Crimson Night, Date Ready, Flash Sale, Hidden Gems, Just In!, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Party Wear, Ruffle Romance, The Galentines Brunch, The Virgio Promise, Tops, Topwear, Topwear veronica"
15157,Serenity|Trucotton Dolman Sleeve Shirt Dress,"Red dolman sleeve shirt dress. Mini dress with roll-up sleeves. Features pockets, with a regular fit. Crafted from cotton, the dress is sustainable and eco-friendly",Dress,virgio,2190,1975,9.82,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWTO25011034, GroupID:VWWTO25011034, Print:Solid, StyleID:VWWTO2501103402","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Modern Muse, Natural Fabrics, Red Velvet, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The White Lotus, Vacation Vibe, Whispering Cloud"
15158,Tinsley|Trucotton Strappy Square Neck Mini Dress,"Red strappy mini dress. Square neckline. Floral printed, with a fit and flare silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",Dress,virgio,2190,2190,0.0,"Colour:Brown, Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWDR25011036, GroupID:VWWDR25011036, Print:Floral, Print:Solid, StyleID:VWWDR2501103602","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Modern Muse, Natural Fabrics, Red Velvet, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The White Lotus, Threads of Freedom, Vacation Vibe, Whispering Cloud"
15159,Theal|Blue Strappy Mini Dress,"Blue strappy mini dress. Square neckline. Floral printed, with a fit and flare silhouette. Crafted from cotton, the dress is sustainable and eco-friendly",Dress,virgio,2190,2190,0.0,"Colour:Blue, Fabric:Cotton, Gender:Women, GID_VWWDR25011036, GroupID:VWWDR25011036, Print:Floral, StyleID:VWWDR2501103601","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Mystic Blue, Natural Fabrics, The Galentines Brunch, Threads of Freedom, Vacation Vibe, Whispering Cloud"
15161,Suki|Trucotton Highlow Top With Puff Sleeves,"Red collared high low hem top. Long, puff sleeves. Regular fit throughout. Crafted from cotton, the top is sustainable and eco-friendly",Top,virgio,1990,1795,9.8,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWTO25011063, GroupID:VWWTO25011063, Print:Solid, StyleID:VWWTO2501106301","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Kiss & Tell, Lounge Wear, Modern Muse, Natural Fabrics, Red Velvet, Shirts and Blouses, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, Tops, Topwear, Topwear veronica, Whispering Cloud, Work Wear"
15164,Savannah|Trucotton Dolman Sleeve Shirt Dress,"Navy blue dolman sleeve shirt dress. Mini dress with roll-up sleeves. Features pockets, with a regular fit. Crafted from cotton, the dress is sustainable and eco-friendly",Dress,virgio,2190,2190,0.0,"Colour:Navy Blue, Fabric:Cotton, Gender:Women, GID_VWWTO25011034, GroupID:VWWTO25011034, Print:Solid, StyleID:VWWTO2501103401","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Flash Sale, Hidden Gems, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Modern Muse, Natural Fabrics, The Figure, The Figure 8 Closet, The Galentines Brunch, The Hourglass Closet, The Pear Closet, The Virgio Promise, The White Lotus, Threads of Freedom, Vacation Vibe, Whispering Cloud"
